timestamp,question,answer,response_time,source,confidence
2026-01-14T19:32:04.429469,What is the duration of the CSE program?,It's a 4 years undergraduate program.,2.00368183405075,llm,0.7700260395456957
2026-01-12T22:23:04.429469,What are the admission requirements?,"For admission, minimum GPA of 3.5 in SSC and HSC combined is required.",3.1631027672222487,llm,0.8438398787783881
2026-01-09T18:20:04.429469,What are the admission requirements?,Students need good grades in SSC and HSC to get admission.,4.02081754785592,llm,0.5205071297657425
2026-01-10T16:57:04.429469,What programs does the university offer?,"The university offers programs in CSE, EEE, BBA, Law, and Journalism.",2.111185398438186,llm,0.7866878204691173
2026-01-10T19:42:04.429469,How can I contact the admissions office?,You can reach admissions at admissions@university.edu or phone +880-2-123456,2.775923021554104,rag,0.620809333616862
2026-01-15T18:53:04.429469,How can I contact the admissions office?,You can reach admissions at admissions@university.edu or phone +880-2-123456,1.6477455044929772,rag,0.7169427074671896
2026-01-14T03:46:04.429469,What is the address of the university?,The campus is in Mohakhali area of Dhaka city.,2.059879787861166,rag,0.5659788315152693
2026-01-12T01:23:04.429469,What is the tuition fee for CSE?,"The tuition fee for CSE is Tk. 589,900 for students with combined GPA 10.",0.40840332169277804,dataset,0.9337285659136428
2026-01-11T17:45:04.429469,When is the next semester starting?,The next semester starts in January 2026.,1.162502444772895,rag,0.6256056947857188
2026-01-11T20:20:04.429469,What is the duration of the CSE program?,It's a 4 years undergraduate program.,3.774166245413304,llm,0.7997764669781193
2026-01-14T12:37:04.429469,What is the tuition fee for CSE?,"For CSE program, the tuition is Tk. 589,900 for top GPA students.",2.459102297852662,rag,0.7476519437911094
2026-01-12T17:55:04.429469,How can I contact the admissions office?,You can reach admissions at admissions@university.edu or phone +880-2-123456,2.976640800806338,rag,0.623452217494939
2026-01-13T00:54:04.429469,What are the admission requirements?,"For admission, minimum GPA of 3.5 in SSC and HSC combined is required.",4.038212507367332,llm,0.810961767606478
2026-01-12T21:18:04.429469,What is the tuition fee for CSE?,"For CSE program, the tuition is Tk. 589,900 for top GPA students.",1.6266721273854832,rag,0.6621961046519255
