timestamp,question,answer,response_time,source,confidence
2026-01-03T22:05:25.338004,What is the tuition fee for CSE?,"The tuition fee for CSE is Tk. 589,900 for students with combined GPA 10 (All A+).",4.137264580210012,llm,0.43951307388229177
2026-01-01T01:05:25.338033,How long is the CSE program?,The BSc in CSE is a 4-year undergraduate program consisting of 8 semesters.,3.4306652890005918,rag,0.6421545785659921
2026-01-04T08:05:25.338043,What are the admission requirements?,"Admission requires minimum GPA in SSC and HSC, performance in admission test, and English proficiency.",3.765320676707242,llm,0.84901855327099
2026-01-09T01:05:25.338049,What programs does Green University offer?,"Green University offers CSE, EEE, BBA, Textile Engineering, English, Law, and more.",0.9720217647856899,dataset_formatted,0.7197378682284408
2026-01-15T01:05:25.338055,How can I get a scholarship?,Merit-based scholarships are available for top 5% students each semester based on GPA.,4.478431348600688,dataset,0.4168186899568628
2026-01-07T16:05:25.338062,What is the BBA program fee?,The BBA program fee varies. Merit-based scholarships are available to reduce costs.,2.727952573722647,dataset,0.8844471536955236
2026-01-06T03:05:25.338068,What facilities does the university have?,"The university has modern labs, computer facilities, library, sports facilities, and cafeteria.",4.245125882408578,dataset,0.776488587832901
2025-12-31T23:05:25.338077,When does admission start?,Please check the website or contact admission office at 01775234234 for admission dates.,3.728915740814723,dataset_formatted,0.7559636449193454
2026-01-15T09:05:25.338083,What is the fee for EEE department?,The EEE program fee varies. Merit-based scholarships are available for top performers.,1.2455547036927774,rag,0.6047974798683226
2026-01-08T07:05:25.338090,What is the textile engineering fee?,"The Textile Engineering fee is BDT 70,000 per semester.",1.4031950591352134,llm,0.47015011720989
2025-12-30T02:05:25.338096,What is the tuition fee for CSE?,"The tuition fee for CSE is Tk. 589,900 for students with combined GPA 10 (All A+).",4.525095103412701,dataset_formatted,0.6826371826497081
2025-12-16T19:05:25.338102,How long is the CSE program?,The BSc in CSE is a 4-year undergraduate program consisting of 8 semesters.,2.663315331698982,dataset,0.4891398294053581
2025-12-25T05:05:25.338108,What are the admission requirements?,"Admission requires minimum GPA in SSC and HSC, performance in admission test, and English proficiency.",2.8502732647803297,dataset,0.5561999399895884
2026-01-15T05:05:25.338114,What programs does Green University offer?,"Green University offers CSE, EEE, BBA, Textile Engineering, English, Law, and more.",3.603043754938422,dataset_formatted,0.36880499638679376
2025-12-23T08:05:25.338119,How can I get a scholarship?,Merit-based scholarships are available for top 5% students each semester based on GPA.,1.0968895974868123,dataset,0.8019305265747854
2025-12-18T12:05:25.338125,What is the BBA program fee?,The BBA program fee varies. Merit-based scholarships are available to reduce costs.,0.8892000107635873,llm,0.6800314658924809
2025-12-23T08:05:25.338131,What facilities does the university have?,"The university has modern labs, computer facilities, library, sports facilities, and cafeteria.",1.3616121592084796,rag,0.5657686703591667
2026-01-04T15:05:25.338137,When does admission start?,Please check the website or contact admission office at 01775234234 for admission dates.,4.564224363801049,llm,0.2153447162156178
2025-12-31T09:05:25.338143,What is the fee for EEE department?,The EEE program fee varies. Merit-based scholarships are available for top performers.,3.2225840877946546,dataset_formatted,0.2270542760427549
2026-01-07T18:05:25.338148,What is the textile engineering fee?,"The Textile Engineering fee is BDT 70,000 per semester.",0.6130215251351947,dataset_formatted,0.8972116853636074
2025-12-25T19:05:25.338154,What is the tuition fee for CSE?,"The tuition fee for CSE is Tk. 589,900 for students with combined GPA 10 (All A+).",1.4263256879307802,dataset,0.9175116281363652
2025-12-20T14:05:25.338160,How long is the CSE program?,The BSc in CSE is a 4-year undergraduate program consisting of 8 semesters.,2.7239203340901965,llm,0.9317259534140336
2026-01-11T11:05:25.338165,What are the admission requirements?,"Admission requires minimum GPA in SSC and HSC, performance in admission test, and English proficiency.",3.8203021145373253,dataset,0.4553511018609435
2026-01-01T09:05:25.338171,What programs does Green University offer?,"Green University offers CSE, EEE, BBA, Textile Engineering, English, Law, and more.",0.9721550873276013,rag,0.5571507544941828
2025-12-28T03:05:25.338176,How can I get a scholarship?,Merit-based scholarships are available for top 5% students each semester based on GPA.,1.011098199483575,dataset_formatted,0.7389807601928555
2025-12-30T22:05:25.338182,What is the BBA program fee?,The BBA program fee varies. Merit-based scholarships are available to reduce costs.,1.5489856129650375,rag,0.9209797247278982
2025-12-24T11:05:25.338188,What facilities does the university have?,"The university has modern labs, computer facilities, library, sports facilities, and cafeteria.",1.017922096186724,dataset,0.785452926707253
2025-12-27T15:05:25.338193,When does admission start?,Please check the website or contact admission office at 01775234234 for admission dates.,1.6129584087884445,dataset,0.9130906279636615
2025-12-18T01:05:25.338200,What is the fee for EEE department?,The EEE program fee varies. Merit-based scholarships are available for top performers.,4.075177431088824,llm,0.8939790822946647
2025-12-28T09:05:25.338206,What is the textile engineering fee?,"The Textile Engineering fee is BDT 70,000 per semester.",2.7455100970056567,dataset_formatted,0.7635270938760892
